 s_acctbal |          s_name           |          n_name           | p_partkey |          p_mfgr           |                s_address                 |     s_phone     |                                              s_comment                                               | ps_supplycost 
   9393.43 | Supplier#000002696        | VIETNAM                   |     80187 | Manufacturer#2            | jcKZe1I4rY2p7Lg,SV b                     | 31-168-339-2310 | nic courts. regular requests wak                                                                     |        593.82
   3257.14 | Supplier#000005717        | CHINA                     |     80700 | Manufacturer#2            | tRh9 y0NJ0WuCeYZeCy94caIw                | 28-392-305-4077 |  sauternes. furiously express pinto beans integrate carefully. theodolites sleep carefu              |        542.91
   8601.37 | Supplier#000005280        | INDONESIA                 |     82771 | Manufacturer#4            | NB0MFCA5mH9UklskxDx Qi3oX h39gLySVTK     | 19-299-951-6016 | accounts integrate according to the furiously express cour                                           |        692.08
   9491.33 | Supplier#000005355        | JAPAN                     |     82846 | Manufacturer#2            | 4PjyW,Ua1KgEZmsEv1tmtKoOvkziBKzSRhLN N   | 22-185-107-2267 | egular courts around the slyly even ide                                                              |        386.60
   5690.56 | Supplier#000004027        | JAPAN                     |     84026 | Manufacturer#1            | RmLtqBJW5X9Q88Vs2W6                      | 22-932-823-5365 | its maintain. carefully regular foxes                                                                |        666.90
   9158.27 | Supplier#000006535        | INDIA                     |     84026 | Manufacturer#1            | 4pI9S,jeKmLLwnbZtusbZoe5za3X5Meluse Bixn | 18-222-598-5337 | hely pending ideas nag furiously special, ironic instructions? care                                  |        888.94
   9659.88 | Supplier#000006851        | INDIA                     |     84342 | Manufacturer#2            | MJaGguxWeT3VfMompj8IIUztvoi3,bCJaT       | 18-367-247-2589 | ts integrate carefully pending ideas. regular deposits doubt slyly blithely ironic requests. blit    |        884.67
   -621.24 | Supplier#000007411        | CHINA                     |     84902 | Manufacturer#2            | CNyc3Jvk4jSckyj0xU                       | 28-501-398-5271 | eodolites haggle fluffily. final platelets sleep. even, ironic requests haggle against t             |        552.89
   4515.80 | Supplier#000000060        | INDIA                     |     85043 | Manufacturer#5            | cb08ntDTARo47WmnBcYXu                    | 18-550-360-2464 | thely express ideas use blithely                                                                     |         25.70
   9555.51 | Supplier#000007552        | JAPAN                     |     85043 | Manufacturer#5            | yV1BjDrL0DSLzJuhSNMkpQ                   | 22-747-741-3776 | its haggle along the requests. express, unusual foxes along the instructions was alongside of th     |        299.03
   9552.82 | Supplier#000002568        | INDIA                     |     85043 | Manufacturer#5            | SDcPOeCWygcHRk5E7aBCDFpGlgk5xT6          | 18-578-440-4077 | thely regular foxes wake slyly. multipliers against the sly                                          |        652.07
   5452.61 | Supplier#000007917        | JAPAN                     |     85408 | Manufacturer#3            | ,mWX0LQc80V9OzEk                         | 22-255-581-2696 | notornis sleep slyly even pl                                                                         |        283.65
   7654.94 | Supplier#000000458        | VIETNAM                   |     85441 | Manufacturer#5            | IFNkUK1H53HwUHabiONkMFAUDb               | 31-318-754-9316 | blithely enticing deposits are. furiously final accounts about the regular requests h                |        147.52
    515.22 | Supplier#000000827        | INDONESIA                 |     85810 | Manufacturer#3            | AlFjWDq6jDtaSUKnxn54OwQzt8CPUItYbCGztPQ, | 19-131-253-5697 | ggle. carefully silent requests lose slyly. final, final foxes among the fluffily iro                |        714.73
   3122.78 | Supplier#000002393        | CHINA                     |     87376 | Manufacturer#4            | e2CEFKZR9lLgj5gE7g5wxu5c33HcNqv          | 28-728-930-3521 | ording to the final requests. reg                                                                    |        185.53
   7757.26 | Supplier#000002466        | INDIA                     |     87449 | Manufacturer#2            | lhyLkN5MSl3SzXCc0a                       | 18-121-162-5720 | g the regular requests nag furiously fluffily express deposi                                         |        258.95
   2698.36 | Supplier#000009958        | VIETNAM                   |     87449 | Manufacturer#2            | ggiiSA4CSyvhwQUYjdJhWlKEY9PAfs           | 31-196-571-6111 | uches haggle quickly. fluffily express d                                                             |        806.54
   6399.78 | Supplier#000000505        | INDONESIA                 |     87996 | Manufacturer#2            | aqcYZYQD5TYlLDgIxhKZyFCzL3Ch5qKOxj       | 19-480-691-1853 |  requests engage slyly regular ideas. fina                                                           |        505.41
   3732.75 | Supplier#000000834        | INDONESIA                 |     88325 | Manufacturer#3            | fwX0Z5,PgFaauaEXlVQX6UmHM0RDKS4EXe,Tn3nJ | 19-419-490-3356 |  express foxes nag slyly after the regular pinto beans. regul                                        |        834.69
   6558.92 | Supplier#000000907        | JAPAN                     |     88398 | Manufacturer#5            | Y79rRfd5UhgXi6Ahj9ooM0vNHts              | 22-595-604-3254 | t the instructions. bold, unusual pinto beans above the regular, unusual foxes wake blithely regu    |        320.15
   1051.15 | Supplier#000008399        | JAPAN                     |     88398 | Manufacturer#5            | 0kw6rk0zf9zgzMhwTcyGeJ6AyTug8Z,Xp        | 22-815-494-2565 | es wake. sometimes even packages cajole. foxes sleep carefully regular, silent platelet              |        516.36
   2896.32 | Supplier#000008622        | INDIA                     |     88621 | Manufacturer#5            | OiLHSLVlZ9r                              | 18-380-541-6284 | nts. quickly final accounts use blithely furiously bold multipliers. theodolites                     |        213.27
   2645.36 | Supplier#000004505        | INDIA                     |     89488 | Manufacturer#4            | zTpndt7feYG7HzAYRh                       | 18-475-174-3168 | sts along the accounts cajole unusual, unusual sheaves. pending, regular asymptotes sub              |        862.98
   7201.72 | Supplier#000002280        | INDONESIA                 |     89771 | Manufacturer#4            |  iaCJZ4e,IydT9Qb                         | 19-219-933-8214 | gular, ironic accounts wake daringly bold excuses. final requests are.                               |        815.45
   6385.26 | Supplier#000004837        | VIETNAM                   |     89820 | Manufacturer#2            | tYHMZS4XlJjzvj34mH2PCoj                  | 31-506-485-5637 | e around the ironic, even pearls. final theodolites snooze regularly against the carefully silent    |        450.30
   2354.23 | Supplier#000006022        | CHINA                     |     91003 | Manufacturer#5            | LUbOrHuCVuEIDlOI                         | 28-483-926-6834 | phs. foxes sleep furiously with the accounts. regular dolphi                                         |        389.45
   8128.75 | Supplier#000008769        | INDONESIA                 |     91241 | Manufacturer#2            | KiiYCl3QefsoUd,uv0oqOJ4EmWVpp            | 19-222-817-1767 | grate furiously blithely bold requests. even, final requests above the slyly ironic de               |        659.90
   4143.16 | Supplier#000006260        | INDONESIA                 |     91241 | Manufacturer#2            | aZhPpMAorL                               | 19-290-560-1548 |  snooze requests. bold deposits believe after the special pinto beans. r                             |        829.57
    222.88 | Supplier#000001242        | INDONESIA                 |     91241 | Manufacturer#2            | G61HMzAXlu,1AplHHDbLnRJH,qh53XsSrtdoN    | 19-424-816-2448 | arefully regular requests. accounts nag furiously regular dependencies. carefu                       |        878.44
